title	paper_id	venue	issue	year	urls	doi	pages
Towards Exploring the Limitations of Active Learning: An Empirical Study.	ASE-2021-75	ASE	2021	2021	https://doi.org/10.1109/ASE51524.2021.9678672	10.1109/ASE51524.2021.9678672	13
Learning Domain-Specific Edit Operations from Model Repositories with Frequent Subgraph Mining.	ASE-2021-76	ASE	2021	2021	https://doi.org/10.1109/ASE51524.2021.9678698	10.1109/ASE51524.2021.9678698	13
Unsupervised Labeling and Extraction of Phrase-based Concepts in Vulnerability Descriptions.	ASE-2021-77	ASE	2021	2021	https://doi.org/10.1109/ASE51524.2021.9678638	10.1109/ASE51524.2021.9678638	12
A Compositional Deadlock Detector for Android Java.	ASE-2021-78	ASE	2021	2021	https://doi.org/10.1109/ASE51524.2021.9678572	10.1109/ASE51524.2021.9678572	12
Binary Diffing as a Network Alignment Problem via Belief Propagation.	ASE-2021-79	ASE	2021	2021	https://doi.org/10.1109/ASE51524.2021.9678782	10.1109/ASE51524.2021.9678782	12
CiFi: Versatile Analysis of Class and Field Immutability.	ASE-2021-80	ASE	2021	2021	https://doi.org/10.1109/ASE51524.2021.9678903	10.1109/ASE51524.2021.9678903	12
Modeling Team Dynamics for the Characterization and Prediction of Delays in User Stories.	ASE-2021-81	ASE	2021	2021	https://doi.org/10.1109/ASE51524.2021.9678939	10.1109/ASE51524.2021.9678939	12
DeepMemory: Model-based Memorization Analysis of Deep Neural Language Models.	ASE-2021-82	ASE	2021	2021	https://doi.org/10.1109/ASE51524.2021.9678871	10.1109/ASE51524.2021.9678871	13
Automated Verification of Go Programs via Bounded Model Checking.	ASE-2021-83	ASE	2021	2021	https://doi.org/10.1109/ASE51524.2021.9678571	10.1109/ASE51524.2021.9678571	12
Property-based Test for Part-of-Speech Tagging Tool.	ASE-2021-147	ASE	2021	2021	https://doi.org/10.1109/ASE51524.2021.9678807	10.1109/ASE51524.2021.9678807	6
Adaptation2: Adapting Specification Learners in Assured Adaptive Systems.	ASE-2021-155	ASE	2021	2021	https://doi.org/10.1109/ASE51524.2021.9678919	10.1109/ASE51524.2021.9678919	6
Defeating Program Analysis Techniques via Ambiguous Translation.	ASE-2021-162	ASE	2021	2021	https://doi.org/10.1109/ASE51524.2021.9678912	10.1109/ASE51524.2021.9678912	6
One test to rule them all.	ISSTA-2017-0	ISSTA	2017	2017	https://doi.org/10.1145/3092703.3092704	10.1145/3092703.3092704	11
Reinforcement learning for automatic test case prioritization and selection in continuous integration.	ISSTA-2017-1	ISSTA	2017	2017	https://doi.org/10.1145/3092703.3092709	10.1145/3092703.3092709	11
PerfRanker: prioritization of performance regression tests for collection-intensive software.	ISSTA-2017-2	ISSTA	2017	2017	https://doi.org/10.1145/3092703.3092725	10.1145/3092703.3092725	12
Compiler-assisted test acceleration on GPUs for embedded software.	ISSTA-2017-3	ISSTA	2017	2017	https://doi.org/10.1145/3092703.3092720	10.1145/3092703.3092720	11
Targeted property-based testing.	ISSTA-2017-4	ISSTA	2017	2017	https://doi.org/10.1145/3092703.3092711	10.1145/3092703.3092711	11
Generating unit tests with descriptive names or: would you name your children thing1 and thing2?	ISSTA-2017-5	ISSTA	2017	2017	https://doi.org/10.1145/3092703.3092727	10.1145/3092703.3092727	11
Accelerating array constraints in symbolic execution.	ISSTA-2017-6	ISSTA	2017	2017	https://doi.org/10.1145/3092703.3092728	10.1145/3092703.3092728	11
Improving the cost-effectiveness of symbolic testing techniques for transport protocol implementations under packet dynamics.	ISSTA-2017-7	ISSTA	2017	2017	https://doi.org/10.1145/3092703.3092706	10.1145/3092703.3092706	11
Combining symbolic execution and search-based testing for programs with complex heap inputs.	ISSTA-2017-8	ISSTA	2017	2017	https://doi.org/10.1145/3092703.3092715	10.1145/3092703.3092715	12
Efficient computation of happens-before relation for event-driven programs.	ISSTA-2017-9	ISSTA	2017	2017	https://doi.org/10.1145/3092703.3092733	10.1145/3092703.3092733	11
Automatic detection and validation of race conditions in interrupt-driven embedded software.	ISSTA-2017-10	ISSTA	2017	2017	https://doi.org/10.1145/3092703.3092724	10.1145/3092703.3092724	12
Monitoring decentralized specifications.	ISSTA-2017-11	ISSTA	2017	2017	https://doi.org/10.1145/3092703.3092723	10.1145/3092703.3092723	11
Effective online software anomaly detection.	ISSTA-2017-12	ISSTA	2017	2017	https://doi.org/10.1145/3092703.3092730	10.1145/3092703.3092730	11
Semi-automated discovery of server-based information oversharing vulnerabilities in Android applications.	ISSTA-2017-13	ISSTA	2017	2017	https://doi.org/10.1145/3092703.3092708	10.1145/3092703.3092708	11
CPR: cross platform binary code reuse via platform independent trace program.	ISSTA-2017-14	ISSTA	2017	2017	https://doi.org/10.1145/3092703.3092707	10.1145/3092703.3092707	12
An actionable performance profiler for optimizing the order of evaluations.	ISSTA-2017-15	ISSTA	2017	2017	https://doi.org/10.1145/3092703.3092716	10.1145/3092703.3092716	11
Testing and analysis of web applications using page models.	ISSTA-2017-16	ISSTA	2017	2017	https://doi.org/10.1145/3092703.3092734	10.1145/3092703.3092734	11
Automated layout failure detection for responsive web pages without an explicit oracle.	ISSTA-2017-17	ISSTA	2017	2017	https://doi.org/10.1145/3092703.3092712	10.1145/3092703.3092712	11
Test execution checkpointing for web applications.	ISSTA-2017-18	ISSTA	2017	2017	https://doi.org/10.1145/3092703.3092710	10.1145/3092703.3092710	12
Experience paper: a study on behavioral backward incompatibilities of Java software libraries.	ISSTA-2017-19	ISSTA	2017	2017	https://doi.org/10.1145/3092703.3092721	10.1145/3092703.3092721	11
Identifying test-suite-overfitted patches through test case generation.	ISSTA-2017-20	ISSTA	2017	2017	https://doi.org/10.1145/3092703.3092718	10.1145/3092703.3092718	11
Impact of tool support in patch construction.	ISSTA-2017-21	ISSTA	2017	2017	https://doi.org/10.1145/3092703.3092713	10.1145/3092703.3092713	12
Automated repair of layout cross browser issues using search-based techniques.	ISSTA-2017-22	ISSTA	2017	2017	https://doi.org/10.1145/3092703.3092726	10.1145/3092703.3092726	12
Boosting spectrum-based fault localization using PageRank.	ISSTA-2017-23	ISSTA	2017	2017	https://doi.org/10.1145/3092703.3092731	10.1145/3092703.3092731	12
FLUCCS: using code and change metrics to improve fault localization.	ISSTA-2017-24	ISSTA	2017	2017	https://doi.org/10.1145/3092703.3092717	10.1145/3092703.3092717	11
Inferring mutant utility from program context.	ISSTA-2017-25	ISSTA	2017	2017	https://doi.org/10.1145/3092703.3092732	10.1145/3092703.3092732	11
Faster mutation analysis via equivalence modulo states.	ISSTA-2017-26	ISSTA	2017	2017	https://doi.org/10.1145/3092703.3092714	10.1145/3092703.3092714	12
Just-in-time static analysis.	ISSTA-2017-27	ISSTA	2017	2017	https://doi.org/10.1145/3092703.3092705	10.1145/3092703.3092705	11
Refining interprocedural change-impact analysis using equivalence relations.	ISSTA-2017-28	ISSTA	2017	2017	https://doi.org/10.1145/3092703.3092719	10.1145/3092703.3092719	11
Boosting the precision of virtual call integrity protection with partial pointer analysis for C++.	ISSTA-2017-29	ISSTA	2017	2017	https://doi.org/10.1145/3092703.3092729	10.1145/3092703.3092729	12
Lightweight detection of physical unit inconsistencies without program annotations.	ISSTA-2017-30	ISSTA	2017	2017	https://doi.org/10.1145/3092703.3092722	10.1145/3092703.3092722	11
Lightweight verification of array indexing.	ISSTA-2018-1	ISSTA	2018	2018	https://doi.org/10.1145/3213846.3213849	10.1145/3213846.3213849	12
Eliminating timing side-channel leaks using program repair.	ISSTA-2018-2	ISSTA	2018	2018	https://doi.org/10.1145/3213846.3213851	10.1145/3213846.3213851	12
Symbolic path cost analysis for side-channel detection.	ISSTA-2018-3	ISSTA	2018	2018	https://doi.org/10.1145/3213846.3213867	10.1145/3213846.3213867	11
Safe and sound program analysis with Flix.	ISSTA-2018-4	ISSTA	2018	2018	https://doi.org/10.1145/3213846.3213847	10.1145/3213846.3213847	11
Test case prioritization for acceptance testing of cyber physical systems: a multi-objective search-based approach.	ISSTA-2018-5	ISSTA	2018	2018	https://doi.org/10.1145/3213846.3213852	10.1145/3213846.3213852	12
Bench4BL: reproducibility study on the performance of IR-based bug localization.	ISSTA-2018-6	ISSTA	2018	2018	https://doi.org/10.1145/3213846.3213856	10.1145/3213846.3213856	12
Automated test mapping and coverage for network topologies.	ISSTA-2018-7	ISSTA	2018	2018	https://doi.org/10.1145/3213846.3213859	10.1145/3213846.3213859	11
Evaluating test-suite reduction in real software evolution.	ISSTA-2018-8	ISSTA	2018	2018	https://doi.org/10.1145/3213846.3213875	10.1145/3213846.3213875	11
Compiler fuzzing through deep learning.	ISSTA-2018-9	ISSTA	2018	2018	https://doi.org/10.1145/3213846.3213848	10.1145/3213846.3213848	11
Deep specification mining.	ISSTA-2018-10	ISSTA	2018	2018	https://doi.org/10.1145/3213846.3213876	10.1145/3213846.3213876	12
Identifying implementation bugs in machine learning based image classifiers using metamorphic testing.	ISSTA-2018-11	ISSTA	2018	2018	https://doi.org/10.1145/3213846.3213858	10.1145/3213846.3213858	11
An empirical study on TensorFlow program bugs.	ISSTA-2018-12	ISSTA	2018	2018	https://doi.org/10.1145/3213846.3213866	10.1145/3213846.3213866	12
Automatically translating bug reports into test cases for mobile apps.	ISSTA-2018-13	ISSTA	2018	2018	https://doi.org/10.1145/3213846.3213869	10.1145/3213846.3213869	12
CiD: automating the detection of API-related compatibility issues in Android apps.	ISSTA-2018-14	ISSTA	2018	2018	https://doi.org/10.1145/3213846.3213857	10.1145/3213846.3213857	11
Test migration for efficient large-scale assessment of mobile app coding assignments.	ISSTA-2018-15	ISSTA	2018	2018	https://doi.org/10.1145/3213846.3213854	10.1145/3213846.3213854	12
Analyzing the analyzers: FlowDroid/IccTA, AmanDroid, and DroidSafe.	ISSTA-2018-16	ISSTA	2018	2018	https://doi.org/10.1145/3213846.3213873	10.1145/3213846.3213873	11
Repositioning of static analysis alarms.	ISSTA-2018-17	ISSTA	2018	2018	https://doi.org/10.1145/3213846.3213850	10.1145/3213846.3213850	11
Shooting from the heap: ultra-scalable static analysis with heap snapshots.	ISSTA-2018-18	ISSTA	2018	2018	https://doi.org/10.1145/3213846.3213860	10.1145/3213846.3213860	11
Static analysis of Java dynamic proxies.	ISSTA-2018-19	ISSTA	2018	2018	https://doi.org/10.1145/3213846.3213864	10.1145/3213846.3213864	12
Practical detection of concurrency issues at coding time.	ISSTA-2018-20	ISSTA	2018	2018	https://doi.org/10.1145/3213846.3213853	10.1145/3213846.3213853	11
Tests from traces: automated unit test extraction for R.	ISSTA-2018-21	ISSTA	2018	2018	https://doi.org/10.1145/3213846.3213863	10.1145/3213846.3213863	10
Translating code comments to procedure specifications.	ISSTA-2018-22	ISSTA	2018	2018	https://doi.org/10.1145/3213846.3213872	10.1145/3213846.3213872	12
PerfFuzz: automatically generating pathological inputs.	ISSTA-2018-23	ISSTA	2018	2018	https://doi.org/10.1145/3213846.3213874	10.1145/3213846.3213874	12
Search-based detection of deviation failures in the migration of legacy spreadsheet applications.	ISSTA-2018-24	ISSTA	2018	2018	https://doi.org/10.1145/3213846.3213861	10.1145/3213846.3213861	10
Making data-driven porting decisions with Tuscan.	ISSTA-2018-25	ISSTA	2018	2018	https://doi.org/10.1145/3213846.3213855	10.1145/3213846.3213855	11
Comparing developer-provided to user-provided tests for fault localization and automated program repair.	ISSTA-2018-26	ISSTA	2018	2018	https://doi.org/10.1145/3213846.3213870	10.1145/3213846.3213870	11
Shaping program repair space with existing patches and similar code.	ISSTA-2018-27	ISSTA	2018	2018	https://doi.org/10.1145/3213846.3213871	10.1145/3213846.3213871	12
Remove RATs from your code: automated optimization of resource inefficient database writes for mobile applications.	ISSTA-2018-28	ISSTA	2018	2018	https://doi.org/10.1145/3213846.3213865	10.1145/3213846.3213865	12
Badger: complexity analysis with fuzzing and symbolic execution.	ISSTA-2018-29	ISSTA	2018	2018	https://doi.org/10.1145/3213846.3213868	10.1145/3213846.3213868	11
Exploiting community structure for floating-point precision tuning.	ISSTA-2018-30	ISSTA	2018	2018	https://doi.org/10.1145/3213846.3213862	10.1145/3213846.3213862	11
piCoq: parallel regression proving for large-scale verification projects.	ISSTA-2018-31	ISSTA	2018	2018	https://doi.org/10.1145/3213846.3213877	10.1145/3213846.3213877	12
Crash-avoiding program repair.	ISSTA-2019-3	ISSTA	2019	2019	https://doi.org/10.1145/3293882.3330558	10.1145/3293882.3330558	11
Practical program repair via bytecode mutation.	ISSTA-2019-4	ISSTA	2019	2019	https://doi.org/10.1145/3293882.3330559	10.1145/3293882.3330559	12
TBar: revisiting template-based automated program repair.	ISSTA-2019-5	ISSTA	2019	2019	https://doi.org/10.1145/3293882.3330577	10.1145/3293882.3330577	12
History-driven build failure fixing: how far are we?	ISSTA-2019-6	ISSTA	2019	2019	https://doi.org/10.1145/3293882.3330578	10.1145/3293882.3330578	12
LibID: reliable identification of obfuscated third-party Android libraries.	ISSTA-2019-7	ISSTA	2019	2019	https://doi.org/10.1145/3293882.3330563	10.1145/3293882.3330563	11
QADroid: regression event selection for Android applications.	ISSTA-2019-8	ISSTA	2019	2019	https://doi.org/10.1145/3293882.3330550	10.1145/3293882.3330550	12
Mining Android crash fixes in the absence of issue- and change-tracking systems.	ISSTA-2019-9	ISSTA	2019	2019	https://doi.org/10.1145/3293882.3330572	10.1145/3293882.3330572	12
Sara: self-replay augmented record and replay for Android in industrial cases.	ISSTA-2019-10	ISSTA	2019	2019	https://doi.org/10.1145/3293882.3330557	10.1145/3293882.3330557	11
Root causing flaky tests in a large-scale industrial setting.	ISSTA-2019-11	ISSTA	2019	2019	https://doi.org/10.1145/3293882.3330570	10.1145/3293882.3330570	11
Mitigating the effects of flaky tests on mutation testing.	ISSTA-2019-12	ISSTA	2019	2019	https://doi.org/10.1145/3293882.3330568	10.1145/3293882.3330568	11
Assessing the state and improving the art of parallel testing for C.	ISSTA-2019-13	ISSTA	2019	2019	https://doi.org/10.1145/3293882.3330573	10.1145/3293882.3330573	11
Failure clustering without coverage.	ISSTA-2019-14	ISSTA	2019	2019	https://doi.org/10.1145/3293882.3330561	10.1145/3293882.3330561	12
DeepHunter: a coverage-guided fuzz testing framework for deep neural networks.	ISSTA-2019-15	ISSTA	2019	2019	https://doi.org/10.1145/3293882.3330579	10.1145/3293882.3330579	12
Search-based test and improvement of machine-learning-based anomaly detection systems.	ISSTA-2019-16	ISSTA	2019	2019	https://doi.org/10.1145/3293882.3330580	10.1145/3293882.3330580	11
DeepFL: integrating multiple fault diagnosis dimensions for deep fault localization.	ISSTA-2019-17	ISSTA	2019	2019	https://doi.org/10.1145/3293882.3330574	10.1145/3293882.3330574	12
Codebase-adaptive detection of security-relevant methods.	ISSTA-2019-18	ISSTA	2019	2019	https://doi.org/10.1145/3293882.3330556	10.1145/3293882.3330556	11
Effective and efficient API misuse detection via exception propagation and search-based testing.	ISSTA-2019-19	ISSTA	2019	2019	https://doi.org/10.1145/3293882.3330552	10.1145/3293882.3330552	12
Automated API-usage update for Android apps.	ISSTA-2019-20	ISSTA	2019	2019	https://doi.org/10.1145/3293882.3330571	10.1145/3293882.3330571	12
A large-scale study of application incompatibilities in Android.	ISSTA-2019-21	ISSTA	2019	2019	https://doi.org/10.1145/3293882.3330564	10.1145/3293882.3330564	12
Deferred concretization in symbolic execution via fuzzing.	ISSTA-2019-22	ISSTA	2019	2019	https://doi.org/10.1145/3293882.3330554	10.1145/3293882.3330554	11
Differentially testing soundness and precision of program analyzers.	ISSTA-2019-23	ISSTA	2019	2019	https://doi.org/10.1145/3293882.3330553	10.1145/3293882.3330553	12
Judge: identifying, understanding, and evaluating sources of unsoundness in call graphs.	ISSTA-2019-24	ISSTA	2019	2019	https://doi.org/10.1145/3293882.3330555	10.1145/3293882.3330555	11
Adlib: analyzer for mobile ad platform libraries.	ISSTA-2019-25	ISSTA	2019	2019	https://doi.org/10.1145/3293882.3330562	10.1145/3293882.3330562	11
Interactive metamorphic testing of debuggers.	ISSTA-2019-26	ISSTA	2019	2019	https://doi.org/10.1145/3293882.3330567	10.1145/3293882.3330567	11
TestMig: migrating GUI test cases from iOS to Android.	ISSTA-2019-27	ISSTA	2019	2019	https://doi.org/10.1145/3293882.3330575	10.1145/3293882.3330575	12
Learning user interface element interactions.	ISSTA-2019-28	ISSTA	2019	2019	https://doi.org/10.1145/3293882.3330569	10.1145/3293882.3330569	11
Improving random GUI testing with image-based widget detection.	ISSTA-2019-29	ISSTA	2019	2019	https://doi.org/10.1145/3293882.3330551	10.1145/3293882.3330551	11
Automatically testing self-driving cars with search-based procedural content generation.	ISSTA-2019-30	ISSTA	2019	2019	https://doi.org/10.1145/3293882.3330566	10.1145/3293882.3330566	11
Semantic fuzzing with zest.	ISSTA-2019-31	ISSTA	2019	2019	https://doi.org/10.1145/3293882.3330576	10.1145/3293882.3330576	12
Detecting memory errors at runtime with source-level instrumentation.	ISSTA-2019-32	ISSTA	2019	2019	https://doi.org/10.1145/3293882.3330581	10.1145/3293882.3330581	11
Optimal context-sensitive dynamic partial order reduction with observers.	ISSTA-2019-33	ISSTA	2019	2019	https://doi.org/10.1145/3293882.3330565	10.1145/3293882.3330565	11
Exploiting the laws of order in smart contracts.	ISSTA-2019-34	ISSTA	2019	2019	https://doi.org/10.1145/3293882.3330560	10.1145/3293882.3330560	11
WEIZZ: automatic grey-box fuzzing for structured binary formats.	ISSTA-2020-0	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397372	10.1145/3395363.3397372	13
Active fuzzing for testing and securing cyber-physical systems.	ISSTA-2020-1	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397376	10.1145/3395363.3397376	13
Learning input tokens for effective fuzzing.	ISSTA-2020-2	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397348	10.1145/3395363.3397348	11
Fast bit-vector satisfiability.	ISSTA-2020-3	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397378	10.1145/3395363.3397378	13
Relocatable addressing model for symbolic execution.	ISSTA-2020-4	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397363	10.1145/3395363.3397363	12
Running symbolic execution forever.	ISSTA-2020-5	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397360	10.1145/3395363.3397360	12
Can automated program repair refine fault localization? a unified debugging approach.	ISSTA-2020-6	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397351	10.1145/3395363.3397351	13
Automated repair of feature interaction failures in automated driving systems.	ISSTA-2020-7	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397386	10.1145/3395363.3397386	13
CoCoNuT: combining context-aware neural translation models using ensemble for program repair.	ISSTA-2020-8	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397369	10.1145/3395363.3397369	14
Detecting and diagnosing energy issues for mobile applications.	ISSTA-2020-9	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397350	10.1145/3395363.3397350	13
Automated classification of actions in bug reports of mobile apps.	ISSTA-2020-10	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397355	10.1145/3395363.3397355	13
Data loss detector: automatically revealing data loss bugs in Android apps.	ISSTA-2020-11	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397379	10.1145/3395363.3397379	12
Reinforcement learning based curiosity-driven testing of Android applications.	ISSTA-2020-12	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397354	10.1145/3395363.3397354	12
Effective white-box testing of deep neural networks with adaptive neuron-selection strategy.	ISSTA-2020-13	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397346	10.1145/3395363.3397346	12
DeepGini: prioritizing massive tests to enhance the robustness of deep neural networks.	ISSTA-2020-14	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397357	10.1145/3395363.3397357	12
Detecting and understanding real-world differential performance bugs in machine learning libraries.	ISSTA-2020-15	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3404540	10.1145/3395363.3404540	11
Higher income, larger loan? monotonicity testing of machine learning models.	ISSTA-2020-16	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397352	10.1145/3395363.3397352	11
Detecting flaky tests in probabilistic and machine learning applications.	ISSTA-2020-17	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397366	10.1145/3395363.3397366	14
Scaffle: bug localization on millions of files.	ISSTA-2020-18	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397356	10.1145/3395363.3397356	12
Abstracting failure-inducing inputs.	ISSTA-2020-19	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397349	10.1145/3395363.3397349	12
Debugging the performance of Maven's test isolation: experience report.	ISSTA-2020-20	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397381	10.1145/3395363.3397381	11
Feedback-driven side-channel analysis for networked applications.	ISSTA-2020-21	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397365	10.1145/3395363.3397365	12
Scalable analysis of interaction threats in IoT systems.	ISSTA-2020-22	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397347	10.1145/3395363.3397347	14
DeepSQLi: deep semantic learning for testing SQL injection.	ISSTA-2020-23	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397375	10.1145/3395363.3397375	12
Dependent-test-aware regression testing techniques.	ISSTA-2020-24	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397364	10.1145/3395363.3397364	14
Differential regression testing for REST APIs.	ISSTA-2020-25	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397374	10.1145/3395363.3397374	12
Empirically revisiting and enhancing IR-based test-case prioritization.	ISSTA-2020-26	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397383	10.1145/3395363.3397383	13
Intermittently failing tests in the embedded systems domain.	ISSTA-2020-27	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397359	10.1145/3395363.3397359	12
Feasible and stressful trajectory generation for mobile robots.	ISSTA-2020-28	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397387	10.1145/3395363.3397387	14
Detecting cache-related bugs in Spark applications.	ISSTA-2020-29	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397353	10.1145/3395363.3397353	13
Patch based vulnerability matching for binary programs.	ISSTA-2020-30	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397361	10.1145/3395363.3397361	12
Identifying Java calls in native code via binary scanning.	ISSTA-2020-31	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397368	10.1145/3395363.3397368	13
An empirical study on ARM disassembly tools.	ISSTA-2020-32	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397377	10.1145/3395363.3397377	14
How effective are smart contract analysis tools? evaluating smart contract static analysis tools using bug injection.	ISSTA-2020-33	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397385	10.1145/3395363.3397385	13
A programming model for semi-implicit parallelization of static analyses.	ISSTA-2020-34	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397367	10.1145/3395363.3397367	12
Recovering fitness gradients for interprocedural Boolean flags in search-based testing.	ISSTA-2020-35	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397358	10.1145/3395363.3397358	12
Scalable build service system with smart scheduling service.	ISSTA-2020-36	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397371	10.1145/3395363.3397371	11
Escaping dependency hell: finding build dependency errors with the unified dependency graph.	ISSTA-2020-37	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397388	10.1145/3395363.3397388	12
How far we have come: testing decompilation correctness of C decompilers.	ISSTA-2020-38	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397370	10.1145/3395363.3397370	13
Discovering discrepancies in numerical libraries.	ISSTA-2020-39	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397380	10.1145/3395363.3397380	14
Testing high performance numerical simulation programs: experience, lessons learned, and open issues.	ISSTA-2020-40	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397382	10.1145/3395363.3397382	14
Functional code clone detection with syntax and semantics fusion learning.	ISSTA-2020-41	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397362	10.1145/3395363.3397362	12
Learning to detect table clones in spreadsheets.	ISSTA-2020-42	ISSTA	2020	2020	https://doi.org/10.1145/3395363.3397384	10.1145/3395363.3397384	13
Identifying privacy weaknesses from multi-party trigger-action integration platforms.	ISSTA-2021-1	ISSTA	2021	2021	https://doi.org/10.1145/3460319.3464838	10.1145/3460319.3464838	14
WebEvo: taming web application evolution via detecting semantic structure changes.	ISSTA-2021-2	ISSTA	2021	2021	https://doi.org/10.1145/3460319.3464800	10.1145/3460319.3464800	13
Modular call graph construction for security scanning of Node.js applications.	ISSTA-2021-3	ISSTA	2021	2021	https://doi.org/10.1145/3460319.3464836	10.1145/3460319.3464836	13
Attack as defense: characterizing adversarial examples using robustness.	ISSTA-2021-4	ISSTA	2021	2021	https://doi.org/10.1145/3460319.3464822	10.1145/3460319.3464822	14
Exposing previously undetectable faults in deep neural networks.	ISSTA-2021-5	ISSTA	2021	2021	https://doi.org/10.1145/3460319.3464801	10.1145/3460319.3464801	11
DeepCrime: mutation testing of deep learning systems based on real faults.	ISSTA-2021-6	ISSTA	2021	2021	https://doi.org/10.1145/3460319.3464825	10.1145/3460319.3464825	12
DeepHyperion: exploring the feature space of deep learning-based systems through illumination search.	ISSTA-2021-7	ISSTA	2021	2021	https://doi.org/10.1145/3460319.3464811	10.1145/3460319.3464811	12
Automatic test suite generation for key-points detection DNNs using many-objective search (experience paper).	ISSTA-2021-8	ISSTA	2021	2021	https://doi.org/10.1145/3460319.3464802	10.1145/3460319.3464802	12
Efficient white-box fairness testing through gradient search.	ISSTA-2021-9	ISSTA	2021	2021	https://doi.org/10.1145/3460319.3464820	10.1145/3460319.3464820	12
DialTest: automated testing for recurrent-neural-network-driven dialogue systems.	ISSTA-2021-10	ISSTA	2021	2021	https://doi.org/10.1145/3460319.3464829	10.1145/3460319.3464829	12
AdvDoor: adversarial backdoor attack of deep learning system.	ISSTA-2021-11	ISSTA	2021	2021	https://doi.org/10.1145/3460319.3464809	10.1145/3460319.3464809	12
ModelDiff: testing-based DNN similarity comparison for model reuse detection.	ISSTA-2021-12	ISSTA	2021	2021	https://doi.org/10.1145/3460319.3464816	10.1145/3460319.3464816	13
Parema: an unpacking framework for demystifying VM-based Android packers.	ISSTA-2021-13	ISSTA	2021	2021	https://doi.org/10.1145/3460319.3464839	10.1145/3460319.3464839	13
An infrastructure approach to improving effectiveness of Android UI testing tools.	ISSTA-2021-14	ISSTA	2021	2021	https://doi.org/10.1145/3460319.3464828	10.1145/3460319.3464828	12
Semantic matching of GUI events for test reuse: are we there yet?	ISSTA-2021-15	ISSTA	2021	2021	https://doi.org/10.1145/3460319.3464827	10.1145/3460319.3464827	14
GUIDER: GUI structure and vision co-guided test script repair for Android apps.	ISSTA-2021-16	ISSTA	2021	2021	https://doi.org/10.1145/3460319.3464830	10.1145/3460319.3464830	13
Understanding and finding system setting-related defects in Android apps.	ISSTA-2021-17	ISSTA	2021	2021	https://doi.org/10.1145/3460319.3464806	10.1145/3460319.3464806	12
HomDroid: detecting Android covert malware by social-network homophily analysis.	ISSTA-2021-18	ISSTA	2021	2021	https://doi.org/10.1145/3460319.3464833	10.1145/3460319.3464833	14
Seed selection for successful fuzzing.	ISSTA-2021-19	ISSTA	2021	2021	https://doi.org/10.1145/3460319.3464795	10.1145/3460319.3464795	14
Gramatron: effective grammar-aware fuzzing.	ISSTA-2021-20	ISSTA	2021	2021	https://doi.org/10.1145/3460319.3464814	10.1145/3460319.3464814	13
QFuzz: quantitative fuzzing for side channels.	ISSTA-2021-21	ISSTA	2021	2021	https://doi.org/10.1145/3460319.3464817	10.1145/3460319.3464817	13
SAND: a static analysis approach for detecting SQL antipatterns.	ISSTA-2021-22	ISSTA	2021	2021	https://doi.org/10.1145/3460319.3464818	10.1145/3460319.3464818	13
